id|city|osex|cyear|quality|year|buyer.fname|buyer.lname|buyer.ethnicity|buyer.gender|buyer.age|buyer.nationality|house.type|size|n.rooms|n.bathrooms|price
PT-15|Portimão|Female||Very High|2017|Luqmaan|el-Abdelrahman|6|0|44|Portugal|Vivenda|292.6|5|2|842
PT-1104|Porto||2006||2016|Thamra|al-Shaikh|6|1|46|Pt|Quinta|291.14|5|4|741
PT-1216|Lisboa|Female|2012||2017|Daniel|Willis|5|0|44|United States of America|Vivenda|225.29|6|4|835
PT-23|Porto|Female|2013|Perfect|2017|Morgan|Post|1|0|36|UK|Apartamento|167.56|6|1|1062
PT-1339|Lisboa|Female|1950|High|2019|Riley|Creason|5|0|48|Portugal|Quinta|274.74|6|2|949
PT-700|Lagos|Male|1997|Perfect|2023|Jaime|Padilla|4|0|44|UK||138.85|6|1|959
PT-408|Lagos|Female||High|2018|Robert|Moreno|4|0|35|United States of America|Quinta|108.26|6|3|830
PT-861|Lisboa||1996|High|2023|Raymundo|Kaltenberger|5|0|45|United States of America||266.29|6|4|949
PT-1245|PORTO|Female|2007|High|2016|Sydney|Pham|2|1|48|Portugal|Vivenda|155.95|6|30|788
PT-309|Proto||2000|High|2017|Saahira|el-Shakoor|6|1|39|UK|Vivenda|131.32|6|3|936
PT-98|||||2017|Emily|Kelly|5|1|43|EUA|Vivenda|248.14|6|3|995
PT-799||Male|2001|High|2021|Kiet|Yang|2|0|51|Portugal|Vivenda|125.61|6|1|953
PT-137|Portimão|Male|1900|Very High|2016|Lisa|Du|2|1|28|PT||199.33|6|2|742
PT-923|Lisboa||1998|Medium|2015|Shaafi|al-Arafat|6|0|54|Portugal|Vivenda|97.28|6|2|937
PT-78|Lisboa|Male|1900|High|2019|Marcus|Anderson|1|0|81|USA|Vivenda|196.81|6|4|981
PT-997|Lisboa|Male|2017|High|2019|Brandon|Kubla|5|0|52|England|Apartamento|338.47|6|3|1053
PT-712|Lagos|Female|2013|High|2019|Melanie|Summerlin|3|1|34|Prt||213.28|6|2|956
PT-1175|||2005|Low|2020|Hasnaa|al-Kamali|6|1|32|Portugal|Vivenda|255.09|6|3|845
PT-884|Portimão|Female|2014|High|2022|Aanisa|el-Salameh|6|1|42||Apartamento|260.01|6|2|968
PT-374|Coimbra|Female|2006|High|2022|Scott|Zimmerman|5|0|39|ENGLAND|Quinta|220.11|6|2|850
PT-595|Coimbra|Female|2012|High|2020|Colton|Buhring|5|0|15|Prt||217.04|6|2|1021
PT-406|||2001|Perfect|2020|Zachary|Olivas|4|0|52|Prt||201.74|6|4|1023
PT-917|Faro|Female|2005|High|2022|Jack|Earley|5|0|14|ENGLAND|Apartamento|273.25|6|1|971
PT-1274|Lagos||2002||2018|Jordan|Alexander|3|0|33|PT|Apartamento|341.44|6|4|895
PT-1056|Coimbra|Male|2005||2023|Phanesha|Jacquez|1|1|73|UK|Quinta|184.5|6|2|991
PT-924|||1900|High|2016|Maivy|Taase|2|1|45|Pt|Quinta|184.72|6|4|949
PT-869|Lisboa|||High|2017|Brittany|Whyte|1|1|24|Portugal|Vivenda|297.17|6|30|1077
PT-578|Lisboa|Female|1980||2016|Anh|Hopkins|2|1|40|England|Vivenda|191.73|6|3|1061
PT-175|Porto|Female|2006||2017|Hanlala|al-Shehadeh|6|0|60|Portugal|Quinta|142.77|6|4|846
PT-1147|Coimbra|Female|2015||2019|Hasnaa|al-Shafi|6|1|32|Portugl|Vivenda|237.27|6|4|950
PT-791||Male|1960|High|2018|Jevoni|Carbajal|4|0|51|ENGLAND|Quinta|241.7|6|2|931
PT-617|Lisboa|Male|1975||2018|Aiyana|Suchomel|1|1|41|PT|Vivenda|347.54|6|4|997
PT-454|Lx|||High|2016|Jaime|Cortez|4|0|52||Vivenda|231.96|6|3|1044
PT-427|Lagos|Male|1960||2016|Mai|Cho|2|1|39|Prt|Quinta|265.8|6|2|1002
PT-692|LISBOA|Male|2017|Low|2015|Amru|el-Fahmy|6|0|57|Portugal|Vivenda|161.32|6|4|974
PT-569|Coimbra|Female|2000|High|2022|Fat'hiyaa|al-Mahmood|6|1|25||Quinta|308.72|6|1|891
PT-1372|Faro||2001|Medium|2015|Alexander|Komatsu|2|0|67||Vivenda|275.83|6|3|843
PT-336||Female|1998|Medium|2017|Miranda|Vigil|4|1|57|PT|Apartamento|324.01|6|3|1008
PT-553|Proto|Female|2001|High|2015|Garrett|Pippin|5|0|40|UK||122.92|6|2|895
PT-1159|||1997||2017|Courtney|Phillips|3|1|77||Apartamento|191.79|6|3|1037
PT-1196|Proto||2007|Very High|2017|Shane|Bailey|5|0|42|PT|Apartamento|199|6|2|891
PT-32|Coimbra|Female|2015|High|2023|Hakam|al-Hashmi|6|0|22|PT|Quinta|336.81|6|4|912
PT-510|Porto|Male|1998|Medium|2017|Briannan|Voorhees|5|1|53|Portugl|Vivenda|294.97|6|30|856
PT-911|Lisboa|Male||Medium|2018|Danielle|Doughty|1|1|61|UK|Apartamento|125.23|6|4|890
PT-1115|Lisboa|||High|2018|Shaheera|al-Ebrahimi|6|1|53|Pt|Vivenda|198.76|6|3|886
PT-760|Lisboa||1996|Perfect|2018|Kamron|Wilson|5|0|51|United States of America|Vivenda|119.92|6|2|980
PT-1085|||1960||2019|Charles|Ross|3|0|45|Prt|Apartamento|259.34|6|4|874
PT-1311|Lisboa|Female|2016||2020|Smokey|Yellowhorse|1|0|64|UK|Apartamento|342.58|6|4|857
PT-261|Lisboa|Male|||2015|Angelo|Dominguez Cisneros|4|0|40|UK||307.09|6|4|1002
PT-8|Lisboa||1920|High|2016|Jam,Aan|el-Obeid|6|0|48||Apartamento|109.72|6|4|958
PT-840|Lx|Female||Medium|2020|Kimberly|Jurmu|5|1|51|England|Apartamento|92.18|6|4|985
PT-806|||2000|Medium|2015|Danny|Galindo|4|0|57|USA|Vivenda|179.09|6|2|909
PT-174|Proto|Female|2016||2021|Najeem|al-Rad|6|0|51|Prt|Apartamento|236.12|6|4|980
PT-681|Lagos|Male|2016||2019|Raymond|Buchanan|5|0|44|Portugl||111.01|6|3|945
PT-242|Lisboa||1920|High|2015|Alexandra|Kim|2|1|34|Pt||334.47|6|2|769
PT-1295|Porto|Male|2014|High|2015|Christopher|Sengco|2|0|30|Pt||149.75|6|3|965
PT-1304|Porto|Male|2017||2019|Erik|Archuleta|4|0|71||Apartamento|254.61|6|1|909
PT-1244|Lagos|Female||High|2019|Haazim|al-Rahaim|6|0|32|Portugal|Vivenda|138.17|6|2|924
PT-1220|Lisboa|Male|1920|Very High|2020|Jailene|Gomez|4|1|64|EUA||149.1|6|3|961
PT-253|Porto||1999|High|2016|Jovon|Medina|4|0|29|ENGLAND|Apartamento|263.74|6|3|964
PT-494|Lisboa|Male|2002|High|2020|Christopher|Leopold|5|0|58|Pt|Apartamento|114.35|6|4|978
PT-1217|Lisboa||2016|High|2017|Dylan|Ingram|5|0|34|UK|Vivenda|175.84|6|1|992
PT-1390|Porto||2013|Low|2023|Courtney|Dalton|5|1|39|Pt|Apartamento|306.48|6|2|876
PT-488|Coimbra|Female||High|2023|David|Lyons|3|0|44|England|Apartamento|308.95|6|3|909
PT-270|Porto||1980|High|2019|Kimya|Banh|2|1|20|Portugl||201.74|6|3|1028
PT-826||Female||High|2021|Tori|Wilson|3|1|51|PT||297.65|6|3|882
PT-349||Male|1960|High|2020|Ashley|Lofgren|2|1|42|United States of America|Apartamento|222.92|6|3|898
PT-562|PORTO|Female|1975|Very High|2020|Brenda|Whitmore-Sirotta|4|1|63|Prt|Quinta|279.26|6|3|977
PT-284|Coimbra|Female|2004|Low|2015|La Taisae|Spencer|3|1|53|ENGLAND|Apartamento|111.9|6|2|997
PT-893|Lisboa|Male||High|2023|Desmond|Haynes|3|0|33|Portugal|Quinta|135.14|6|3|915
PT-204|LISBOA|Female||High|2019|Noah|Mccarthy|5|0|60|USA||156.46|6|3|1038
PT-150|Proto|Male|1980|High|2017|Tatyana|Johnson|3|1|25|Prt||182.45|6|1|884
PT-778|Lagos|Male|1950|High|2017|Grant|Angard|5|0|62|ENGLAND|Vivenda|302.52|6|3|952
PT-1395|Lisboa||2003|Low|2021|Taylor|Cure|5|1|47|ENGLAND|Vivenda|173.63|6|2|939
PT-225|Proto||2007|High|2023|John|Cabrera-Bahena|4|0|35||Vivenda|204.96|6|2|845
PT-1219|Lagos|Female|1998|Medium|2020|Sarah|Zabelski|5|1|32|UK|Apartamento|265.28|6|2|839
PT-1302|Lisboa|Male||High|2016|Taiseer|al-Sattar|6|0|40|ENGLAND|Apartamento|264.6|6|2|1072
PT-331|Lisboa|Female|2008|High|2020|Stephany|Ortiz|4|1|67||Quinta|184.15|6|2|867
PT-734|Porto|Female|1950|High|2017|Hishaam|al-Zaidi|6|0|64|Pt||289.97|6|1|980
PT-167|Porto|Female|2006|High|2016|Antoinette|Boynton|5|1|45|United States of America|Apartamento|292.31|6|30|847
PT-607||Male|1950|Very High|2020|Angelo|Jacks|5|0|47|Portugal|Vivenda|344.71|6|2|903
PT-448|LISBOA||2012||2017|Nubia|Ehrlich|4|1|48|UK|Apartamento|146.62|6|2|959
PT-114|Proto|Male|2014|Very High|2023|Darrion|Reich|3|0|43|UK|Apartamento|116.34|6|3|1101
PT-1120|PORTO||1975|High|2017|Rumaana|al-Akhter|6|1|42|ENGLAND||188.25|6|4|920
PT-876|||1980|Perfect|2016|Rafael|Calderon|4|0|36|PT|Apartamento|125.5|6|3|1116
PT-183|Porto|Male|1996|High|2020|Dan|Creal|3|0|40|EUA|Vivenda|96.85|6|2|935
PT-1160|Coimbra|Female|1980||2018|Fawwaaz|el-Suleiman|6|0|66|Pt|Apartamento|345|6|3|888
PT-244|||1920|Perfect|2019|Korren|Ketchum|1|1|73|PT|Apartamento|94.67|6|3|972
PT-713|Coimbra|||Medium|2021|Rozhiane|Smith|3|1|33|USA|Quinta|161.59|6|2|989
PT-1360|Faro|Male|1960|High|2016|Saje|Mesdaq|2|1|41|Prt|Apartamento|242.64|6|2|975
PT-1170|||1920|Medium|2020|Joshua|Jordan|5|0|62|EUA|Apartamento|336.47|6|3|988
PT-466|Lisboa|Female|1996|High|2020|Se Ra|Vega|2|1|57|Portugal|Quinta|126.74|6|3|898
PT-127|Lisboa|Female|1996|Low|2020|Jose|Rascon III|4|0|37|Portugal|Vivenda|187.33|6|3|975
PT-954|Proto|Male|1996|High|2023|Marinah|Lacsina|2|1|50|Portugal|Vivenda|319.42|6|2|998
PT-9||Female|2003|High|2015|Nafeesa|al-Halaby|6|1|40|USA||164.67|6|2|1025
PT-541|Porto|Female|1920|High|2017|Jairo|Fitzherbert|4|0|31|UK|Vivenda|337.2|6|1|932
PT-275|Porto||2016|Very High|2016|Antonio|Garcia|4|0|61|Portugal|Vivenda|145.11|6|4|986
PT-1027|Lisboa||1997|Perfect|2015|Misbaah|el-Momin|6|1|22|Portugl|Apartamento|299.22|6|3|1054
PT-160|Lisboa||2004|Perfect|2019|Suhaa|al-Tahir|6|1|32|Prt|Quinta|172.94|6|3|956
PT-1342|Lagos||1960|High|2020|Jakob|Lindgren|1|0|19|Portugal|Vivenda|102.79|6|3|1034
PT-975|Lisboa|Female|2014|High|2021|Arbay|Kissanga|3|1|50|Portugal|Apartamento|221.01|6|2|843
PT-985|Porto|Male|1999|High|2015|Bruce|Pullen|2|0|57|Portugl|Vivenda|219.34|6|1|984
PT-1178||Female|2001|Perfect|2017|Saara|al-Abu|6|1|45|UK||190.28|6|1|870
PT-1081|Faro||1975|High|2020|Darienne|Petrie|3|0|54|Portugal||108.94|6|4|977
PT-1176|LISBOA|Female|2003|High|2019|Naseefa|el-Salam|6|1|57|PT|Vivenda|272.42|6|1|820
PT-583|||2015||2017|Thanaa|al-Rasheed|6|1|46|Prt|Apartamento|294.52|6|2|992
PT-362|Porto|Male|2014|Medium|2020|Mawhiba|al-Habibi|6|1|83||Apartamento|129.93|6|4|833
PT-1209|Porto||1999|Medium|2021|Fahd|el-Nazir|6|0|77|United States of America|Apartamento|138.24|6|4|949
PT-1359||Male|1998|Perfect|2020|Kristen|Stratton|5|1|20|Portugl|Quinta|127.72|6|4|1012
PT-1198|Lisboa|Female|2005|Low|2021|Tristan|Bingham|5|0|36|EUA|Vivenda|136.8|6|3|947
PT-316|Porto|Male||Low|2021|Aaron|Vasquez|1|0|43|Portugal||276.92|6|4|1027
PT-907|Lisboa||2013|High|2022|Morgan|Hishinuma|2|1|47||Apartamento|317.04|6|4|860
PT-697|Porto||||2015|Larissa|Fields|3|1|52|USA|Apartamento|173.99|6|2|762
PT-908||Female||High|2017|Carlee|Hughes|3|1|53|England|Apartamento|315.24|6|3|909
PT-1041|Lisboa||1996|Low|2016|Eric|Rocha|4|0|40|Portugal||197.5|6|3|913
PT-62|Lisboa||2012|High|2017|Tori|Vokey|5|1|53|PT||155.13|6|2|929
PT-1323|Coimbra|Female|1960|Perfect|2022|Nathan|Payne|3|0|38|ENGLAND|Apartamento|233.39|6|1|925
PT-690||Male|1950|Medium|2016|Delaney|Cordova|4|1|47|||296.94|6|3|949
PT-1261||Male|||2023|Marquis|Whiteskunk|1|0|56||Quinta|183.93|6|4|920
PT-1293|Lagos|Male|2004|High|2019|Christopher|Borum|3|0|37|EUA||311.02|6|4|1052
PT-614|Lx||2008||2017|Kelisha|Sandoval|4|1|86|Portugl|Apartamento|347.26|6|2|1002
PT-925|PORTO|||High|2023|Nariah|Begay|1|1|28|Prt|Apartamento|141.56|6|3|911
PT-359|LISBOA|Male|2000|High|2018|Tabitha|Williams|3|1|40|ENGLAND|Vivenda|224.65|6|2|896
PT-1132|Lagos|||High|2015|Joshua|Sperry|2|0|69|PT||304.51|6|2|914
